,PLACEKEY,LOCATION_NAME,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,CITY,REGION,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE
59,zzw-225@8g6-yjy-2ff,Haagen Dazs,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.923989,-84.340808,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Cafeteria,Counter Service,Dinner,Ice Cream Shop,Snacks",,,2019-07
60,222-223@8g7-47b-nkf,Smoke World Co Smoke Shop Midtown Downtown,Other Miscellaneous Store Retailers,Tobacco Stores,453991,33.770895,-84.389211,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""24:00""]], ""Tue"": [[""10:00"", ""24:00""]], ""Wed"": [[""10:00"", ""24:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]] }","Headshop,Vape Shop",,,2019-07
61,zzw-22j@8g6-yjy-dgk,H&M (Hennes & Mauritz),Clothing Stores,Family Clothing Stores,448140,33.923849,-84.340448,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Accessories,Children's Clothing,Home Decor,Men's Clothing,Women's Clothing",,,2019-07
62,224-22d@8g6-yjm-sbk,Dumbbell2,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,33.935649,-84.361913,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Fitness Equipment,,,2019-07
63,228-244@8g6-ym3-xnq,Freshens,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.845708,-84.361294,Atlanta,GA,,Ice Cream Shop,,2022-04,2019-07
64,226-222@8g6-yjw-wff,Sandy Springs Flowers,Florists,Florists,453110,33.93539,-84.379775,Sandy Springs,GA,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",Floral Designs,,,2019-07
65,zzw-224@8g7-46m-jsq,Ginseng Cafe,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.755656,-84.389777,Atlanta,GA,,"Chinese Food,Seafood",,2021-10,2019-07
66,22p-22g@8g6-ym3-x3q,Blank Point Communications,Electronics and Appliance Stores,Electronics Stores,443142,33.846404,-84.367139,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""19:00""]] }",IT Services,,,2019-07
67,222-22b@8g7-46z-6c5,Floral Matters,Florists,Florists,453110,33.787135,-84.387264,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",Floral Designs,,,2019-07
68,22j-227@8g7-46z-6c5,Atlantic Cafe,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.786973,-84.38823,Atlanta,GA,,"Coffee Shop,Ethiopian Food",,2021-10,2019-07
69,zzw-223@8g6-yjx-yqf,Taco Mac,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.929129,-84.345218,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","American Food,Casual Dining,Chicken Wings,Dinner,Late Night,Lunch,Mexican Food,Sports Bar",,,2019-07
70,22g-224@8g7-474-hnq,Tap,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.786944,-84.383528,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","American Food,Bar or Pub,Late Night,Sandwich Shop",,,2019-07
71,zzw-223@8g6-ym6-m8v,Silk Spa,Personal Care Services,Other Personal Care Services,812199,33.835569,-84.381664,Atlanta,GA,"{ ""Mon"": [[""10:30"", ""21:30""]], ""Tue"": [[""10:30"", ""21:30""]], ""Wed"": [[""10:30"", ""21:30""]], ""Thu"": [[""10:30"", ""21:30""]], ""Fri"": [[""10:30"", ""21:30""]], ""Sat"": [[""10:30"", ""21:30""]], ""Sun"": [[""10:30"", ""21:30""]] }","Massage,Reflexology",,,2019-07
72,zzw-229@8g6-ym3-xnq,Pottery Barn Kids,Furniture Stores,Furniture Stores,442110,33.845766,-84.361434,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Baby Supplies,Furniture,Home Decor,Mattresses,Rugs",,,2019-07
73,229-225@8g6-ykz-9xq,Permanent Makeup of Atlanta,Personal Care Services,Other Personal Care Services,812199,33.842415,-84.38127,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Permanent Makeup,Tattoo",,,2019-07
74,222-225@8g6-yjr-gx5,Bon Apetite Bistro,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.933772,-84.340364,Atlanta,GA,,American Food,,,2019-07
75,zzw-22v@8g6-yjy-dd9,JD Sports,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,33.922998,-84.340003,Dunwoody,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Accessories,Children's Clothing,Fitness Equipment,Men's Clothing,Women's Clothing",,,2019-07
76,222-224@8g6-ym3-x3q,Chili's Grill & Bar,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.848516,-84.367064,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","American Food,Casual Dining,Dinner,Lunch",,2021-10,2020-01
77,zzw-22g@8g6-yjw-ckf,Red Bandanna Pet Food,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.926061,-84.381306,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [] }",,,2020-01,2019-07
78,zzw-222@8g6-yjy-9pv,Corner Bakery Cafe,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.927956,-84.336693,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""15:30""]], ""Tue"": [[""7:00"", ""15:30""]], ""Wed"": [[""7:00"", ""15:30""]], ""Thu"": [[""7:00"", ""15:30""]], ""Fri"": [[""7:00"", ""15:30""]], ""Sat"": [[""7:30"", ""17:00""]], ""Sun"": [[""7:30"", ""17:00""]] }","American Food,Bakery,Breakfast,Catering,Counter Service,Dinner,Lunch,Sandwich Shop",,2022-05,2019-07
79,zzw-22g@8g7-46m-jsq,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.755971,-84.389406,Atlanta,GA,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop",,2022-04,2019-07
80,223-222@8g6-yjy-9fz,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.92687,-84.337679,Dunwoody,GA,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""23:00""]], ""Sat"": [[""5:00"", ""23:00""]], ""Sun"": [[""5:00"", ""23:00""]] }","Drive Through,Breakfast,Burgers,Counter Service,Dinner,Fast Food,Lunch",,,2019-07
81,2pj-223@8g7-479-yn5,Orangetheory Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.780311,-84.383921,Atlanta,GA,"{ ""Mon"": [[""5:00"", ""20:45""]], ""Tue"": [[""5:00"", ""20:45""]], ""Wed"": [[""5:00"", ""20:45""]], ""Thu"": [[""5:00"", ""20:45""]], ""Fri"": [[""5:00"", ""20:45""]], ""Sat"": [[""7:30"", ""12:15""]], ""Sun"": [[""7:30"", ""12:15""]] }","Cardio Classes,Fitness Equipment,Health Coach,Interval Training",,,2019-07
82,222-223@8g6-ykz-9mk,Christian Louboutin,Clothing Stores,Women's Clothing Stores,448120,33.838662,-84.379945,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Cosmetics,Men's Clothing,Vintage,Women's Clothing",,,2019-07
83,zzy-222@8g6-yjn-y5f,Sweet Tomatoes,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.928042,-84.352579,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Buffet,Dinner,Lunch,Salad,Soup,Vegetarian Food",,2020-05,2019-07
84,223-222@8g7-47b-k75,Maison Chic,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,33.760726,-84.389317,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Toys,,,2019-07
85,zzw-228@8g6-yjx-47q,Paint Unlimited,Building Material and Supplies Dealers,Paint and Wallpaper Stores,444120,33.921143,-84.385057,Sandy Springs,GA,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""7:00"", ""18:00""]], ""Sun"": [] }",Paint Store,,,2019-07
86,228-222@8g7-46m-btv,Footprints,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.751571,-84.389801,Atlanta,GA,,"Bar or Pub,Late Night",,2022-03,2019-07
87,225-223@8g6-yky-y9z,Blue Divine Aesthetics,Personal Care Services,Other Personal Care Services,812199,33.841723,-84.383849,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }","Hair Removal,Laser Hair Removal,Medical Spa,Skin Care",,,2019-07
88,223-225@8g7-474-syv,Octane Woodruff Arts Center,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.789724,-84.388688,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""7:00"", ""17:00""]] }","Bar or Pub,Cafe,Cocktail Lounge,Coffee Shop,Late Night",,2019-07,2019-07
89,222-226@8g6-ykz-bkz,The Shade Store,Building Material and Supplies Dealers,Hardware Stores,444130,33.840466,-84.375861,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }","Blinds,Interior Design",,,2019-07
90,zzw-22d@8g7-474-mc5,Spa Sulit Wellness Studio,Personal Care Services,Other Personal Care Services,812199,33.784325,-84.38502,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",Massage Therapy,,2023-03,2019-07
91,zzy-22d@8g6-ym3-6ff,Brighton Collectibles,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.852882,-84.362011,Atlanta,GA,"{ ""Mon"": [[""22:00"", ""24:00""]], ""Tue"": [[""0:00"", ""20:00""], [""22:00"", ""24:00""]], ""Wed"": [[""0:00"", ""20:00""], [""22:00"", ""24:00""]], ""Thu"": [[""0:00"", ""20:00""], [""22:00"", ""24:00""]], ""Fri"": [[""0:00"", ""20:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""17:30""]] }","Accessories,Jewelry",,2022-05,2019-07
92,222-229@8g6-ykw-tqf,Jurlique Spa,Personal Care Services,Other Personal Care Services,812199,33.845614,-84.368198,Atlanta,GA,,"Massage,Skin Care,Spa",,2020-03,2019-07
93,222-226@8g7-474-mc5,Kouture,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.784724,-84.384805,Atlanta,GA,,"Bar or Pub,Cocktail Lounge,Late Night",,2022-08,2019-07
94,zzw-223@8g7-46m-zj9,Miss D's New Orleans Style Pralines & Popcorn,Specialty Food Stores,Confectionery and Nut Stores,445292,33.754062,-84.379869,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }","Candy Shop,Dessert,Gourmet",,,2019-07
95,zzy-22k@8g6-ym3-t7q,Balenciaga,Clothing Stores,Women's Clothing Stores,448120,33.847527,-84.360251,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",,,,2019-07
96,zzw-227@8g7-47b-k9f,Coffee at 200 Peachtree,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.75884,-84.387748,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""16:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",Coffee Shop,,2021-10,2019-07
97,283-228@8g7-46m-vs5,Moe's Southwest Grill,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.754967,-84.38172,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""10:00"", ""21:00""]] }","Counter Service,Dinner,Fast Food,Lunch,Mexican Food,Southwestern Food",2023-04,,2019-07
98,227-223@8g7-474-hyv,Bar Moxy,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.785889,-84.385904,Atlanta,GA,,"Bar or Pub,Cocktail Lounge,Late Night",,,2019-07
99,22f-236@8g6-ymh-mff,Blendz Hair Salon,Personal Care Services,Beauty Salons,812112,33.917144,-84.379885,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""8:30"", ""18:00""]], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""5:30"", ""16:00""]], ""Sun"": [[""10:00"", ""16:00""]] }",,,,2019-07
100,zzw-222@8g6-yjx-4jv,Smoke 911,Other Miscellaneous Store Retailers,Tobacco Stores,453991,33.920321,-84.385708,Sandy Springs,GA,"{ ""Mon"": [[""0:00"", ""2:00""], [""9:30"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""9:30"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""9:30"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""9:30"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""9:30"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]] }",Headshop,,2020-01,2019-07
101,222-22y@8g6-yjy-8sq,Barry Rollan Studio,Personal Care Services,Beauty Salons,812112,33.924644,-84.335621,Atlanta,GA,,,,,2019-07
102,222-22m@8g7-46m-zs5,YumDiggity,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.754195,-84.380014,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""15:30""]], ""Tue"": [[""11:00"", ""15:30""]], ""Wed"": [[""11:00"", ""15:30""]], ""Thu"": [[""11:00"", ""15:30""]], ""Fri"": [[""11:00"", ""15:30""]], ""Sat"": [[""11:00"", ""15:30""]], ""Sun"": [] }",Truck or Cart,,2021-10,2019-07
103,225-222@8g7-46n-9s5,Kelz Kitchen Atlanta,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.750151,-84.39517,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""11:00"", ""24:00""]], ""Sun"": [] }","BBQ and Southern Food,Seafood",,2023-05,2019-07
104,226-222@8g7-47b-k2k,Lee Collins,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.761512,-84.387551,Atlanta,GA,,American Food,,,2019-07
105,223-224@8g6-ykx-j7q,Lavash Mediterranean Grill,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.836656,-84.376742,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Mediterranean Food,Middle Eastern Food",,,2019-07
106,zzw-225@8g7-47b-jsq,Ray's In the City Atlanta,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.760566,-84.387737,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""21:00""]], ""Tue"": [[""11:30"", ""21:00""]], ""Wed"": [[""11:30"", ""21:00""]], ""Thu"": [[""11:30"", ""21:00""]], ""Fri"": [[""11:30"", ""21:00""]], ""Sat"": [[""16:00"", ""21:00""]], ""Sun"": [[""16:00"", ""21:00""]] }","American Food,Seafood,Sushi",,,2019-07
107,zzw-225@8g6-yky-jjv,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.846208,-84.373046,Atlanta,GA,"{ ""Mon"": [[""5:30"", ""21:30""]], ""Tue"": [[""5:30"", ""21:30""]], ""Wed"": [[""5:30"", ""21:30""]], ""Thu"": [[""5:30"", ""21:30""]], ""Fri"": [[""5:30"", ""21:30""]], ""Sat"": [[""6:00"", ""21:30""]], ""Sun"": [[""6:00"", ""20:00""]] }","Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",,,2019-07
108,zzw-22b@8g7-479-xbk,Straws and Stripes,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.780058,-84.387822,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""20:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""8:00"", ""19:00""]] }",Smoothie & Juice Bar,,,2019-07
109,22d-22g@8g7-46z-6c5,Intravene Mobile IV Therapy,Personal Care Services,Other Personal Care Services,812199,33.787126,-84.387259,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }",,,,2019-07
110,2kf-22c@8g7-479-y7q,BK Lobster,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.777893,-84.384192,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [] }","Sandwich Shop,Seafood",,,2019-07
111,zzw-22h@8g6-yjy-2hq,Smoothie King,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.923789,-84.340957,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Counter Service,Dessert,Smoothie & Juice Bar,Snacks",,,2019-07
112,222-23y@8g7-46m-zs5,Three Peaches Gelato and Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.754037,-84.379883,Atlanta,GA,"{ ""Mon"": [[""8:30"", ""16:30""]], ""Tue"": [[""8:30"", ""16:00""]], ""Wed"": [[""8:30"", ""16:00""]], ""Thu"": [[""8:30"", ""16:00""]], ""Fri"": [[""8:30"", ""16:00""]], ""Sat"": [[""9:30"", ""16:30""]], ""Sun"": [] }","Coffee Shop,Gelato Shop,Smoothie & Juice Bar",,,2019-07
113,224-224@8g6-yjx-qj9,Sankranti,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.919856,-84.346799,Dunwoody,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [] }",Indian Food,,,2019-07
114,226-222@8g7-479-xkf,Momonoki,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.779813,-84.39033,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Cafe,Japanese Food",,,2019-07
115,zzw-225@8g6-yky-jd9,Smoothie King,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.84681,-84.373683,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Counter Service,Dessert,Smoothie & Juice Bar,Snacks",,,2019-07
